
						THỐNG KÊ GIAO DỊCH												
						Ngày xuất:	8/12/2022 2:49 PM											




	STT	Ngày	Mã	"Tham
 chiếu"	"Mở 
cửa"	"Đóng
 cửa"	"Cao
nhất"	"Thấp
 nhất"	"Trung
 bình"	Thay đổi giá		GD khớp lệnh		GD thỏa thuận		Tổng giao dịch		"Vốn hóa
 thị trường"
										+/-	%	KL	GT	KL	GT	KL	GT	
	1	1/4/2022	VJC	128.3	128.3	126.0	128.3	126.0	127.3	-2,300	-1.79	689,600	87,755	0	0	689,600	87,755	68,243,028
	2	1/5/2022	VJC	126.0	125.8	123.0	125.9	123.0	124.9	-3,000	-2.38	570,100	71,088	48,000	5,626	618,100	76,714	66,618,194
	3	1/6/2022	VJC	123.0	123.0	123.8	124.4	122.7	123.6	800	0.65	627,100	77,535	46,200	5,285	673,300	82,820	67,051,483
	4	1/7/2022	VJC	123.8	123.8	123.8	124.1	121.8	123.7	0	0.00	642,900	79,504	0	0	642,900	79,504	67,051,483
	5	1/10/2022	VJC	123.8	123.9	123.8	123.9	122.5	123.4	0	0.00	682,900	84,277	48,000	6,355	730,900	90,632	67,051,483
	6	1/11/2022	VJC	123.8	123.5	123.8	123.8	122.0	123.1	0	0.00	681,400	83,868	46,200	6,117	727,600	89,985	67,051,483
	7	1/12/2022	VJC	123.8	123.0	123.2	123.2	120.8	122.5	-600	-0.48	624,600	76,529	0	0	624,600	76,529	66,726,516
	8	1/13/2022	VJC	123.2	123.0	122.0	123.0	120.0	121.2	-1,200	-0.97	706,800	85,884	48,000	5,501	754,800	91,385	66,076,583
	9	1/14/2022	VJC	122.0	121.9	122.0	122.3	121.0	121.7	0	0.00	585,400	71,273	46,200	5,244	631,600	76,517	66,076,583
	10	1/17/2022	VJC	122.0	121.5	120.5	122.0	120.0	121.3	-1,500	-1.23	644,300	78,128	0	0	644,300	78,128	65,264,166
