
						THỐNG KÊ GIAO DỊCH												
						Ngày xuất:	8/12/2022 2:49 PM											




	STT	Ngày	Mã	"Tham
 chiếu"	"Mở 
cửa"	"Đóng
 cửa"	"Cao
nhất"	"Thấp
 nhất"	"Trung
 bình"	Thay đổi giá		GD khớp lệnh		GD thỏa thuận		Tổng giao dịch		"Vốn hóa
 thị trường"
										+/-	%	KL	GT	KL	GT	KL	GT	
	1	1/4/2022	TPB	41.1	41.5	42.8	43.3	41.3	42.3	1,700	4.14	11,034,900	467,256	0	0	11,034,900	467,256	67,620,047
	2	1/5/2022	TPB	42.8	42.5	42.0	42.8	41.9	42.1	-750	-1.75	3,828,100	161,331	124,200	4,943	3,952,300	166,274	66,433,731
	3	1/6/2022	TPB	42.0	41.3	42.0	43.0	41.3	42.2	0	0.00	5,190,400	218,948	120,300	4,704	5,310,700	223,652	66,433,731
	4	1/7/2022	TPB	42.0	41.9	41.0	42.4	41.0	41.6	-1,000	-2.38	4,150,700	172,622	0	0	4,150,700	172,622	64,851,975
	5	1/10/2022	TPB	41.0	41.0	40.5	42.0	40.5	41.0	-550	-1.34	4,219,100	173,191	124,200	5,446	4,343,300	178,637	63,982,010
	6	1/11/2022	TPB	40.5	40.4	40.2	41.5	40.0	40.9	-250	-0.62	4,830,300	197,712	120,300	5,203	4,950,600	202,915	63,586,571
	7	1/12/2022	TPB	40.2	40.2	43.0	43.0	40.0	41.3	2,800	6.97	18,620,300	772,000	525,000	21,105	19,145,300	793,105	68,015,486
	8	1/13/2022	TPB	43.0	43.3	42.2	44.0	42.1	43.5	-850	-1.98	17,622,800	765,453	124,200	4,968	17,747,000	770,421	66,670,994
	9	1/14/2022	TPB	42.2	41.7	41.9	42.6	41.6	42.2	-250	-0.59	5,566,400	234,888	120,300	4,716	5,686,700	239,604	66,275,555
	10	1/17/2022	TPB	41.9	41.6	40.2	42.2	40.2	41.3	-1,700	-4.06	9,068,700	373,079	0	0	9,068,700	373,079	63,586,571
