
						THỐNG KÊ GIAO DỊCH												
						Ngày xuất:	8/12/2022 2:49 PM											




	STT	Ngày	Mã	"Tham
 chiếu"	"Mở 
cửa"	"Đóng
 cửa"	"Cao
nhất"	"Thấp
 nhất"	"Trung
 bình"	Thay đổi giá		GD khớp lệnh		GD thỏa thuận		Tổng giao dịch		"Vốn hóa
 thị trường"
										+/-	%	KL	GT	KL	GT	KL	GT	
	1	1/4/2022	SSI	51.8	52.5	53.0	53.4	51.9	52.6	1,200	2.32	16,445,000	865,814	0	0	16,445,000	865,814	52,064,453
	2	1/5/2022	SSI	53.0	53.0	52.8	53.9	52.5	53.1	-200	-0.38	15,701,400	833,634	412,700	21,726	16,114,100	855,360	51,867,983
	3	1/6/2022	SSI	52.8	52.4	51.9	53.0	51.9	52.4	-900	-1.70	13,248,000	694,083	109,400	5,377	13,357,400	699,460	50,983,870
	4	1/7/2022	SSI	51.9	51.7	51.6	52.5	51.2	51.7	-300	-0.58	13,974,400	722,016	0	0	13,974,400	722,016	50,688,923
	5	1/10/2022	SSI	51.6	51.6	49.6	52.0	49.6	50.8	-2,050	-3.97	17,471,200	886,967	112,700	6,221	17,583,900	893,188	48,675,119
	6	1/11/2022	SSI	49.6	49.7	48.1	50.6	48.0	49.1	-1,450	-2.93	15,601,500	765,971	109,400	5,798	15,710,900	771,769	47,250,721
	7	1/12/2022	SSI	48.1	48.5	50.5	50.5	48.1	49.2	2,400	4.99	15,464,300	761,336	0	0	15,464,300	761,336	49,608,345
	8	1/13/2022	SSI	50.5	51.0	48.9	51.1	48.9	49.9	-1,650	-3.27	11,392,500	567,936	112,700	5,297	11,505,200	573,233	47,987,479
	9	1/14/2022	SSI	48.9	48.5	48.7	49.5	48.3	48.9	-150	-0.31	6,678,400	326,231	109,400	4,972	6,787,800	331,203	47,840,127
	10	1/17/2022	SSI	48.7	48.5	45.3	48.9	45.3	46.3	-3,400	-6.98	32,346,300	1,497,218	0	0	32,346,300	1,497,218	44,500,159
