
						THỐNG KÊ GIAO DỊCH												
						Ngày xuất:	8/12/2022 2:49 PM											




	STT	Ngày	Mã	"Tham
 chiếu"	"Mở 
cửa"	"Đóng
 cửa"	"Cao
nhất"	"Thấp
 nhất"	"Trung
 bình"	Thay đổi giá		GD khớp lệnh		GD thỏa thuận		Tổng giao dịch		"Vốn hóa
 thị trường"
										+/-	%	KL	GT	KL	GT	KL	GT	
	1	1/4/2022	VIB	47.3	48.0	47.7	48.1	47.3	47.6	350	0.74	2,311,300	109,998	280,000	14,028	2,591,300	124,026	74,007,264
	2	1/5/2022	VIB	47.7	47.7	47.5	48.9	46.9	47.7	-200	-0.42	1,966,300	93,866	0	0	1,966,300	93,866	73,696,635
	3	1/6/2022	VIB	47.5	46.8	46.7	48.4	46.3	47.0	-750	-1.58	4,190,200	197,138	2,057,800	97,346	6,248,000	294,484	72,531,778
	4	1/7/2022	VIB	46.7	46.5	46.2	47.0	46.2	46.5	-500	-1.07	2,216,300	102,930	0	0	2,216,300	102,930	71,755,206
	5	1/10/2022	VIB	46.2	45.9	45.5	46.3	44.5	45.3	-700	-1.52	3,785,400	171,622	0	0	3,785,400	171,622	70,668,006
	6	1/11/2022	VIB	45.5	45.5	44.7	46.0	44.3	45.1	-800	-1.76	1,697,800	76,542	0	0	1,697,800	76,542	69,425,492
	7	1/12/2022	VIB	44.7	44.7	47.0	47.3	42.7	45.7	2,250	5.03	2,888,100	132,134	0	0	2,888,100	132,134	72,920,064
	8	1/13/2022	VIB	47.0	47.4	46.6	48.5	46.5	47.7	-350	-0.75	4,106,800	195,602	0	0	4,106,800	195,602	72,376,463
	9	1/14/2022	VIB	46.6	45.7	45.9	46.5	45.0	45.8	-700	-1.50	1,318,700	60,427	0	0	1,318,700	60,427	71,289,263
	10	1/17/2022	VIB	45.9	45.9	44.0	46.7	43.5	45.4	-1,900	-4.14	3,082,400	139,337	0	0	3,082,400	139,337	68,338,292
