,1,2022-01-04 00:00:00,MSN,171,171,170,171,169,169.708,-1000,-0.58,998000,169396,0,0,998000,169396,200690898
,2,2022-01-05 00:00:00,MSN,170,171,161,171,161,166.644,-9000,-5.29,1261000,208751,500000,90950,1761000,299701,190066085
,3,2022-01-06 00:00:00,MSN,161,161,153.8,161,153.8,156.527,-7200,-4.47,1650400,258332,164300,24612.14,1814700,282944.14,181566236
,4,2022-01-07 00:00:00,MSN,153.8,155.9,154,159.5,154,156.087,200,0.13,1307500,203838,0,0,1307500,203838,181802343
,5,2022-01-10 00:00:00,MSN,154,155.9,153,155.9,153,153.68,-1000,-0.65,445400,68449,1826000,293121.9,2271400,361570.9,180621808
,6,2022-01-11 00:00:00,MSN,153,153,144.9,154,144.9,148.213,-8100,-5.29,1345000,199346,164300,26895.91,1509300,226241.91,171059477
,7,2022-01-12 00:00:00,MSN,144.9,145.5,144.9,147.8,144.7,146.017,0,0,1058300,154387,0,0,1058300,154387,171059477
,8,2022-01-13 00:00:00,MSN,144.9,145,144.8,146.8,141.6,144.254,-100,-0.07,974500,140608,181100,26018.637,1155600,166626.637,170941423
,9,2022-01-14 00:00:00,MSN,144.8,142.1,144.8,145,142.1,143.726,0,0,490800,70601,164300,22131.21,655100,92732.21,170941423
,10,2022-01-17 00:00:00,MSN,144.8,145,142,145.8,136.9,142.408,-2800,-1.93,829900,118084,1400000,216860,2229900,334944,167635926
,11,2022-01-18 00:00:00,MSN,142,140,142.1,151.9,139.5,142.927,100,0.07,872600,124487,311724,45199.98,1184324,169686.98,167753980
,12,2022-01-19 00:00:00,MSN,142.1,141.2,147.5,151.5,141.2,149.155,5400,3.8,1268700,188992,33015170,4753634.48,34283870,4942626.48,174128867
,13,2022-01-20 00:00:00,MSN,147.5,150,149.2,151,148,150.472,1700,1.15,874800,131321,1066800,167353,1941600,298674,176135776
,14,2022-01-21 00:00:00,MSN,149.2,152.4,151,152.4,149.2,150.573,1800,1.21,869400,130921,661724,100849.98,1531124,231770.98,178260738
,15,2022-01-24 00:00:00,MSN,151,148.3,143,150.2,143,144.81,-8000,-5.3,952700,137832,0,0,952700,137832,168816461
,16,2022-01-25 00:00:00,MSN,143,144,153,153,141.1,146.001,10000,6.99,1050100,155252,1050000,150150,2100100,305402,180621808
,17,2022-01-26 00:00:00,MSN,153,154.4,147,154.4,147,151.112,-6000,-3.92,969400,145834,800000,130400,1769400,276234,173538600
