,1,2022-01-04 00:00:00,SAB,151,152,157,157.5,152,155.128,6000,3.97,395300,61330,431000,63003.4,826300,124333.4,100681146
,2,2022-01-05 00:00:00,SAB,157,158,159.3,159.7,158,159.255,2300,1.46,322300,51328,73000,11632.55,395300,62960.55,102156093
,3,2022-01-06 00:00:00,SAB,159.3,159,156.6,159.2,156,157.357,-2700,-1.69,75300,11849,24500,3630.9,99800,15479.9,100424634
,4,2022-01-07 00:00:00,SAB,154.6,154.7,153.2,154.7,152.1,153.387,-1400,-0.91,114100,17500,397000,57475,511100,74975,98244278
,5,2022-01-10 00:00:00,SAB,153.2,154.1,152,154.1,151.1,152.18,-1200,-0.78,195900,29812,0,0,195900,29812,97474740
,6,2022-01-11 00:00:00,SAB,152,152,152.9,153,150.5,152.005,900,0.59,129700,19715,24500,3983.7,154200,23698.7,98051893
,7,2022-01-12 00:00:00,SAB,152.9,152.8,152.8,152.9,150.9,151.548,-100,-0.07,163300,24761,90000,13556,253300,38317,97987765
,8,2022-01-13 00:00:00,SAB,152.8,153,151,153.1,151,152.506,-1800,-1.18,120000,18254,60000,9115.2,180000,27369.2,96833459
,9,2022-01-14 00:00:00,SAB,151,150,151.9,152.1,150,151.705,900,0.6,80400,12199,24500,3442.25,104900,15641.25,97410612
,10,2022-01-17 00:00:00,SAB,151.9,152,150,154.9,149,152.089,-1900,-1.25,185000,28125,90000,13784,275000,41909,96192178
,11,2022-01-18 00:00:00,SAB,150,150.1,151,152.9,150.1,151.065,1000,0.67,269400,40694,50000,7550,319400,48244,96833459
,12,2022-01-19 00:00:00,SAB,151,152,150,152,149,150.38,-1000,-0.66,111500,16764,0,0,111500,16764,96192178
,13,2022-01-20 00:00:00,SAB,150,147.5,150,153.6,146.4,148.295,0,0,238100,35385,0,0,238100,35385,96192178
,14,2022-01-21 00:00:00,SAB,150,151.9,148,151.9,145,148.57,-2000,-1.33,108700,16149,90000,13794,198700,29943,94909616
,15,2022-01-24 00:00:00,SAB,148,148.3,145,148.3,144.5,145.434,-3000,-2.03,161600,23493,0,0,161600,23493,92985772
,16,2022-01-25 00:00:00,SAB,145,144.9,145,148.5,142.9,143.57,0,0,155900,22396,0,0,155900,22396,92985772
,17,2022-01-26 00:00:00,SAB,145,145,143.7,145,143,144.368,-1300,-0.9,130100,18779,132000,19004.08,262100,37783.08,92152106
,18,2022-01-27 00:00:00,SAB,143.7,145,148.8,148.9,144,0,5100,3.55,157500,23154,180000,25613,337500,48767,95422640
,19,2022-01-28 00:00:00,SAB,148.8,148.8,148.7,149.8,147.1,147.999,-100,-0.07,164800,24398,0,0,164800,24398,95358512
,20,2022-02-07 00:00:00,SAB,148.7,149.5,152.1,155,149.5,151.802,3400,2.29,75700,11492,170000,25874,245700,37366,97538868
,21,2022-02-08 00:00:00,SAB,152.1,153.5,154.8,154.8,151.9,153.043,2700,1.78,123100,18866,70000,10538,193100,29404,99270328
,22,2022-02-09 00:00:00,SAB,154.8,154.4,153.8,154.8,151,153.278,-1000,-0.65,75900,11635,94600,14536.18,170500,26171.18,98629046
,23,2022-02-10 00:00:00,SAB,153.8,154.8,157,157,151.3,155.04,3200,2.08,208500,32346,52600,8089.88,261100,40435.88,100681146
,24,2022-02-11 00:00:00,SAB,157,157.1,159.6,159.6,155.5,157.958,2600,1.66,223800,35351,128700,20300.652,352500,55651.652,102348477
,25,2022-02-14 00:00:00,SAB,159.6,155.2,167.9,167.9,155.2,162.635,8300,5.2,342500,55910,426000,68176,768500,124086,107671111
,26,2022-02-15 00:00:00,SAB,167.9,167.8,170,170.4,166.9,169.233,2100,1.25,430400,72846,0,0,430400,72846,109017802
,27,2022-02-16 00:00:00,SAB,170,170.3,168.4,170.3,165,167.164,-1600,-0.94,107500,17987,30000,4980,137500,22967,107991752
,28,2022-02-17 00:00:00,SAB,168.4,167.9,170.5,172.2,167.5,170.351,2100,1.25,311500,53070,60000,9984,371500,63054,109338442
,29,2022-02-18 00:00:00,SAB,170.5,168,169.4,169.9,166.8,168.098,-1100,-0.65,189100,31799,0,0,189100,31799,108633033
,30,2022-02-21 00:00:00,SAB,169.4,169,169.6,170,167,168.937,200,0.12,105500,17825,30000,5070,135500,22895,108761289
,31,2022-02-22 00:00:00,SAB,169.6,168.9,168.4,168.9,160,167.778,-1200,-0.71,118400,19867,100800,16575.992,219200,36442.992,107991752
,32,2022-02-23 00:00:00,SAB,168.4,168.1,169.8,170.4,168.1,169.555,1400,0.83,150800,25570,122750,20813.49,273550,46383.49,108889545
,33,2022-02-24 00:00:00,SAB,169.8,166.1,169.7,170.4,165.5,168.119,-100,-0.06,162700,27353,175300,29527.096,338000,56880.096,108825417
,34,2022-02-25 00:00:00,SAB,169.7,169.2,169.6,170,168,169.502,-100,-0.06,88000,14917,60000,9830,148000,24747,108761289
,35,2022-02-28 00:00:00,SAB,169.6,169,169.8,169.9,166.6,167.722,200,0.12,70600,11864,0,0,70600,11864,108889545
